customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlyCharge
9494-MRNYX,Male,0,No,No,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.3419415721152558,786.3,No,7.505
2599-CZABP,Male,0,Yes,No,-0.748079855318371,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,-0.6700928009859131,641.25,No,3.185714285714286
7945-PRBVF,Male,0,No,No,0.10704778280226633,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.439504812062828,705.45,No,0.6128571428571429
4544-RXFMG,Male,0,Yes,Yes,-0.9924020376385531,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,-0.7083141319897339,345.5,No,5.43125
0859-YGKFW,Male,0,Yes,Yes,-0.5851984004382496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4860351280674797,345.9,No,1.113888888888889
1150-FTQGN,Female,0,Yes,Yes,1.125056875803025,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),0.9767480261787151,5811.8,No,1.5691666666666668
9223-UCPVT,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.9850570111795457,94.4,Yes,94.4
7196-LIWRH,Female,0,No,No,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.502653098069141,124.45,No,3.2583333333333333
5448-VWNAM,Female,0,No,Yes,-0.5444780367182193,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.37019212111808014,1375.6,No,3.9947368421052634
1177-XZBJL,Male,0,Yes,Yes,0.8400143297628127,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.020330173920958795,3491.55,No,1.2103773584905662
3518-FSTWG,Male,1,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.4885815022298807,7920.7,No,1.5215277777777778
9330-VOFSZ,Female,0,Yes,No,1.125056875803025,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5301264272340338,6640.7,No,1.8466666666666667
4351-QLCSU,Female,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.3244390249513595,55.0,Yes,55.0
0939-EREMR,Female,0,No,Yes,-0.7888002190384014,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-0.37595473195650925,718.1,No,4.111538461538462
9389-ACWBI,Female,0,Yes,Yes,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.1724382780983114,320.4,No,13.99
5419-JPRRN,Male,0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.219370388202969,101.45,Yes,101.45
3644-QXEHN,Male,0,Yes,Yes,-0.7888002190384014,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.071470455188184,1334.45,No,7.461538461538462
2911-IJORQ,Male,0,No,No,0.18848851024232702,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.85876043916692,3358.65,No,2.4486486486486485
5921-NGYRH,Male,0,Yes,No,1.2879383306831464,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2920876621102721,4764.0,No,1.14921875
2100-BDNSN,Female,0,Yes,No,-1.1145631287986442,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),0.10596639809166647,350.3,Yes,13.59
5998-DZLYR,Female,0,Yes,No,1.1657772395230555,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.9833952141793793,5703.0,No,1.5467213114754097
0488-GSLFR,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1574821050968162,69.5,Yes,69.5
9318-NKNFC,Male,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5259182560714666,18.85,Yes,18.85
3985-HOYPM,Male,0,No,No,-0.2594354906780068,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5076384890696393,525.55,No,0.7461538461538461
9728-FTTVZ,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14751132309581955,69.2,Yes,69.2
9548-LERKT,Male,0,Yes,No,-0.3408762181180675,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4960059100684764,483.15,No,0.8229166666666666
6576-FBXOJ,Male,0,Yes,No,-0.62591876415828,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,-0.33773340095268845,934.8,No,3.211764705882353
4310-KEDTB,Female,0,No,Yes,-0.2594354906780068,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-1.1619847130350858,786.5,No,1.146153846153846
7254-IQWOZ,Male,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16246749609731476,69.65,Yes,69.65
2474-BRUCM,Male,1,Yes,No,0.3106496014024181,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.2326647642042976,4086.3,Yes,2.5462499999999997
4062-HBMOS,Male,0,No,No,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2725478922082847,5364.8,No,1.981730769230769
0742-NXBGR,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5829021371393436,82.3,Yes,82.3
2676-ISHSF,Male,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.477726143066649,20.3,No,20.3
9236-NDUCW,Female,0,No,No,-0.46303730927815856,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,-0.9858342310174765,770.4,No,1.6714285714285715
4753-PADAS,Female,0,Yes,No,1.4100994218432374,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3606231332170895,6816.95,No,1.5776119402985076
6103-QCKFX,Female,0,Yes,Yes,0.47353105628253944,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.28289409994720643,2419.55,No,1.2784090909090908
7781-EWARA,Male,0,Yes,Yes,1.5322605130033284,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,-0.1466267459335843,4138.7,No,0.8621428571428572
6110-OHIHY,Male,0,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.4815325201292102,267.6,Yes,26.416666666666668
7018-FPXHH,Male,0,Yes,Yes,0.9621754209229036,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),-0.16490651293541178,3457.45,No,1.0678571428571428
5889-LFOLL,Female,0,No,No,-0.7888002190384014,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6593447991469852,1115.2,Yes,6.507692307692308
5708-EVONK,Female,0,Yes,Yes,1.0436161483629645,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9518210711762233,5435.6,Yes,1.610344827586207
8708-XPXHZ,Female,0,Yes,Yes,0.3920903288424788,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9784098231788811,4186.3,Yes,2.242857142857143
0616-ATFGB,Male,1,Yes,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3198554280508674,25.05,Yes,25.05
0572-ZJKLT,Female,0,Yes,Yes,0.5549717837226001,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,1.1595456961969886,4630.2,No,2.1663043478260873
5135-RDDQL,Female,0,Yes,Yes,1.247217966963116,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-0.4690153639658123,3221.25,No,0.803968253968254
1353-LJWEM,Male,0,No,No,-0.8702409464784621,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,-0.12834697893175703,688.5,No,5.536363636363636
1794-SWWKL,Male,0,Yes,Yes,-0.7073594915983407,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.1698919039359101,867.1,No,3.9766666666666666
6166-YIPFO,Male,0,Yes,No,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,-0.0020504069191315333,4746.05,No,0.8986111111111111
7016-BPGEU,Female,0,No,No,-0.13727439951791576,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.3181936310507012,712.85,Yes,0.8655172413793104
6876-ADESB,Male,0,No,Yes,-1.2774445836787656,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,-0.5255164619714603,48.95,Yes,48.95
9332-GYWLO,Female,0,Yes,Yes,-1.0738427650786138,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,-0.32942441595185784,355.1,No,9.141666666666667
1963-SVUCV,Male,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6468276429835875,45.3,Yes,45.3
4184-VODJZ,Male,0,Yes,Yes,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,0.8836873941694119,5764.7,No,1.45
0220-EBGCE,Male,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7008897241511383,167.3,Yes,42.925
1092-WPIVQ,Female,0,Yes,Yes,-0.5851984004382496,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3181936310507012,428.45,No,1.3944444444444446
7233-IOQNP,Female,0,Yes,No,0.43281069256250915,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-1.0223937650211312,1505.35,No,0.7906976744186046
2834-JKOOW,Female,0,No,No,-0.7073594915983407,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,-0.626886078981594,693.45,No,3.06
2754-VDLTR,Male,0,No,Yes,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.0116457631822036,930.4,Yes,9.52
2400-FEQME,Male,0,Yes,Yes,0.9214550572028734,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4710789550659844,1177.95,No,0.37272727272727274
3190-XFANI,Male,0,No,Yes,0.6771328748826912,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.1911198392001445,5069.65,Yes,2.0530612244897957
7551-DACSP,Male,0,Yes,Yes,-1.0738427650786138,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.31446824295036285,324.25,Yes,9.216666666666667
4957-SREEC,Male,0,Yes,Yes,1.5322605130033284,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4760643460664828,1458.1,No,0.29071428571428576
7235-NXZCP,Male,1,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.33529438411459117,156.4,Yes,37.425
0230-UBYPQ,Male,1,Yes,No,1.247217966963116,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.952598291014154,2298.9,No,0.5730158730158731
4923-ADWXJ,Female,0,No,No,-0.30015585439803716,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.034509127084522986,1679.65,No,2.6319999999999997
1763-KUAAW,Female,1,No,No,-0.5851984004382496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4760643460664828,369.6,No,1.1305555555555555
1104-TNLZA,Male,1,Yes,No,-0.1779947632379461,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3639467272174215,2998.0,No,3.7785714285714285
5195-KPUNQ,Female,1,No,No,0.8400143297628127,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,1.0631614701873533,5206.55,No,1.8254716981132075
0520-FDVVT,Male,0,No,No,0.10704778280226633,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.249282734205959,3626.1,Yes,2.924285714285714
3439-GVUSX,Male,0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.341458789053027,24.4,No,24.4
1444-VVSGW,Male,0,Yes,No,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.6913207362501481,7968.85,Yes,1.6521428571428571
5712-PTIWW,Male,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.5014740841312035,152.45,Yes,39.925
5949-HGVJL,Female,0,Yes,No,-0.2594354906780068,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.27546969210861083,1959.5,No,2.8096153846153844
5203-XEHAX,Female,0,No,No,0.06632741908223598,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,-0.013682985920294679,2053.05,No,1.8926470588235293
1635-HDGFT,Female,0,No,Yes,-0.5444780367182193,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4710789550659844,398.55,No,1.0789473684210527
3315-TOTBP,Male,0,No,No,-0.7073594915983407,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3735157151184122,1130.85,Yes,5.066666666666666
8050-XGRVL,Female,0,Yes,Yes,1.2064976032430856,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),-0.3327480099521901,3425.35,No,0.8830645161290323
6661-HBGWL,Female,1,No,No,0.3920903288424788,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.329048990213933,4323.45,Yes,2.494047619047619
1518-VOWAV,Female,0,No,No,-0.9516816739185228,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.32864719611392706,703.55,Yes,8.294444444444444
9828-QHFBK,Male,0,No,No,-0.3408762181180675,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4523973939641511,1275.7,No,2.13125
3908-MKIMJ,Male,1,Yes,No,1.4508197855632678,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,-0.7581680419947175,2965.75,No,0.6169117647058824
5012-YSPJJ,Male,0,Yes,Yes,-0.055833672077855064,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-0.34604238595351905,1647.0,No,1.7532258064516129
5909-ECHUI,Female,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.28289409994720643,56.25,Yes,56.25
1309-BXVOQ,Male,0,Yes,No,-0.46303730927815856,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3739175092184182,2249.95,Yes,5.052380952380952
6728-VOIFY,Female,0,Yes,No,1.247217966963116,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.0382345151848615,6109.75,No,1.5238095238095237
9317-WZPGV,Female,1,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.4981504901308714,159.4,Yes,39.875
4891-NLUBA,Female,0,Yes,Yes,1.1657772395230555,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),-0.11006721192992953,3751.15,No,1.007377049180328
2856-HYAPG,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.12923155609399228,68.65,Yes,68.65
8969-PRHFK,Male,0,No,No,-0.5851984004382496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4993295040688086,411.25,No,1.0916666666666666
0661-KQHNK,Female,0,Yes,Yes,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.5209328650709681,105.5,No,3.1666666666666665
8709-KRDVL,Female,0,No,No,0.025607055362205634,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1711782751981514,3320.6,No,3.0303030303030303
4488-PSYCG,Male,0,No,No,-0.6666391278783103,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.479387940066815,327.45,Yes,1.265625
1427-VERSM,Female,0,Yes,No,0.9621754209229036,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.1279715531938321,5669.5,No,1.7625
9801-NOSHQ,Male,0,No,Yes,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4943441130683104,465.45,No,0.8608695652173913
6339-YPSAH,Male,0,No,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.3003966471111027,704.3,No,8.2
3621-CEOVK,Female,1,Yes,No,-0.748079855318371,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1778254631988159,1369.8,Yes,7.1571428571428575
6906-ANDWJ,Male,0,Yes,Yes,-0.7073594915983407,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.33695618111475767,1107.25,Yes,4.993333333333334
2159-TURXX,Male,0,No,No,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.4860351280674797,95.55,No,4.01
1548-FEHVL,Male,0,Yes,No,1.1657772395230555,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3772411032187506,6375.2,No,1.7409836065573772
3795-CAWEX,Male,0,Yes,Yes,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.721233082253138,8152.3,No,1.665
6215-NQCPY,Male,0,No,No,-0.7073594915983407,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1612074931971548,1566.75,No,6.6466666666666665
5647-URDKA,Male,0,Yes,Yes,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4976677070686424,130.25,No,2.4625
2229-DPMBI,Female,0,Yes,Yes,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.504314895069307,162.15,No,2.4375
9626-WEQRM,Female,0,No,No,-1.1552834925186746,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.1835880740372453,110.05,No,7.2875
2188-SXWVT,Female,0,No,No,0.06632741908223598,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,-0.3244390249513595,1885.15,No,1.6176470588235294
6258-PVZWJ,Male,0,Yes,No,1.4508197855632678,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8654076271675846,6302.85,No,1.3352941176470587
1094-BKOSX,Female,0,Yes,Yes,0.5142514200025698,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),-0.4573827849646494,2264.5,No,1.1333333333333333
6969-MVBAI,Female,1,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8421424691652587,816.8,No,10.011111111111111
2978-XXSOG,Female,0,No,No,-0.4223169455581282,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.18983346793790365,1253.5,No,2.684090909090909
2342-CKIAO,Female,0,No,No,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.477726143066649,41.2,No,10.15
6953-PBDIN,Male,0,Yes,No,1.5322605130033284,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.2721460981082788,5265.55,No,1.0421428571428573
3898-BSJYF,Female,0,No,Yes,-0.9109613101984924,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.2920876621102721,693.3,No,7.3549999999999995
3938-YFPXD,Male,0,No,No,1.6137012404433893,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6493740171459885,5997.1,No,1.1708333333333334
7696-AMHOD,Female,0,Yes,Yes,0.6771328748826912,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.43998759512505714,3824.2,No,1.5918367346938775
2453-SAFNS,Female,1,No,No,0.880734693482843,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,0.2438955491054544,3886.05,No,1.335185185185185
9558-IHEZX,Female,0,No,No,1.5729808767233588,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.395520870220578,7283.25,No,1.5035211267605635
9617-UDPEU,Female,0,No,No,-0.4223169455581282,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.5126238800701375,412.55,No,0.875
6340-DACFT,Female,0,Yes,Yes,0.7178532386027215,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4694171580658184,1070.25,No,0.41100000000000003
4955-VCWBI,Female,0,Yes,Yes,0.43281069256250915,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4876969250676457,817.95,No,0.46511627906976744
6813-GZQCG,Female,0,Yes,Yes,0.5142514200025698,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3331498040521963,1171.3,No,0.5477777777777777
7426-GSWPO,Male,1,No,No,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.28750406520978,6548.65,No,1.6171875
3389-KTRXV,Female,0,Yes,Yes,-0.38159658183809786,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3597385560548543,625.65,No,1.0369565217391306
3118-UHVVQ,Female,0,Yes,No,1.4508197855632678,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.2949284730483754,1911.5,No,0.37941176470588234
1031-IIDEO,Female,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.20235062410130134,70.85,Yes,70.85
5832-XKAES,Male,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.16745288709781284,134.7,Yes,34.9
3205-MXZRA,Male,0,No,No,-0.2594354906780068,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),-0.17653909193657447,1507.0,No,2.286538461538462
4701-AHWMW,Male,0,Yes,No,0.9214550572028734,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.3393951979528547,2978.3,Yes,0.9918181818181818
8317-BVKSO,Male,0,No,No,-0.748079855318371,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4860351280674797,299.3,No,1.4321428571428572
5702-KVQRD,Male,0,Yes,No,1.5729808767233588,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.5912111221401742,5832.65,No,1.162676056338028
0083-PIVIK,Male,0,No,No,1.2879383306831464,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,0.5480044001358552,5567.55,No,1.26953125
9210-IAHGH,Female,0,No,No,-1.0331224013585834,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.19902703010096928,450.8,Yes,10.107142857142858
6169-PGNCD,Female,0,No,No,1.002895784642934,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.3170146171127639,4166.35,No,1.3035087719298246
0023-XUOPT,Female,0,Yes,No,-0.7888002190384014,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.9750862291785486,1215.6,Yes,7.238461538461538
4592-IWTJI,Female,0,Yes,Yes,-1.1960038562387048,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.1653083070354178,91.7,Yes,9.9
4909-JOUPP,Male,1,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.4935668932303794,7898.45,No,1.5236111111111112
4657-FWVFY,Female,0,Yes,Yes,0.3106496014024181,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0498670941860242,3915.4,No,2.40875
2257-BOVXD,Male,0,Yes,No,-0.748079855318371,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.06109787908718086,979.5,No,4.757142857142857
7729-JTEEC,Male,0,Yes,Yes,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6734163949862454,90.05,No,22.25
